Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,age,Emp_duration,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
5029311,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.893223819301845,0.0,1,0,1,1,Laborers,2,1
5033453,F,N,N,0,135000.0,Working,Higher education,Single / not married,House / apartment,29.429158110882955,6.55441478439425,1,0,0,0,Laborers,1,1
5033514,F,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,43.67419575633128,1.051334702258727,1,1,0,0,Sales staff,3,1
5033916,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,35.6331279945243,9.984941820670773,1,0,0,0,Laborers,2,1
5036469,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,55.66872005475702,4.232717316906228,1,0,0,0,Drivers,2,1
5036590,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,57.64544832306639,2.212183436002738,1,0,0,0,Drivers,2,1
5036660,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65.25667351129364,0.0,1,0,0,0,Laborers,2,1
5036795,M,Y,Y,0,215100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.498288843258045,3.5181382614647503,1,0,1,0,Laborers,2,1
5041522,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,44.26830937713895,2.3408624229979464,1,1,1,0,Laborers,1,1
5042064,F,Y,N,2,270000.0,State servant,Higher education,Married,House / apartment,43.950718685831625,20.175222450376456,1,1,1,0,Laborers,4,1
5045888,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.75359342915811,0.0,1,0,0,0,Laborers,1,1
5045894,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.75359342915811,0.0,1,0,0,0,Laborers,1,1
5045895,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.75359342915811,0.0,1,0,0,0,Laborers,1,1
5046324,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,42.34360027378508,6.2121834360027375,1,0,1,0,Low-skill Laborers,3,1
5046328,F,N,Y,1,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,42.34360027378508,6.2121834360027375,1,0,1,0,Low-skill Laborers,3,1
5047662,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.690622861054074,11.263518138261464,1,0,0,0,Accountants,3,1
5048300,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.365503080082135,3.1786447638603694,1,0,0,0,Laborers,3,1
5048301,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.365503080082135,3.1786447638603694,1,0,0,0,Laborers,3,1
5050603,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,50.17659137577002,19.953456536618756,1,1,0,0,Laborers,2,1
5050606,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,50.17659137577002,19.953456536618756,1,1,0,0,Laborers,2,1
5050671,M,N,N,0,171000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,31.786447638603697,0.4544832306639288,1,1,1,0,High skill tech staff,1,1
5051160,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,26.26694045174538,2.3709787816563996,1,0,0,0,Laborers,3,1
5051161,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,26.26694045174538,2.3709787816563996,1,0,0,0,Laborers,3,1
5052659,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,28.462696783025326,1.5441478439425051,1,0,0,1,IT staff,2,1
5052661,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,28.462696783025326,1.5441478439425051,1,0,0,1,IT staff,2,1
5052877,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,49.04859685147159,9.215605749486652,1,0,0,0,Drivers,2,1
5052879,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,49.04859685147159,9.215605749486652,1,0,0,0,Drivers,2,1
5052882,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,49.04859685147159,9.215605749486652,1,0,0,0,Drivers,2,1
5053254,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.10746064339494,5.886379192334018,1,1,0,0,Managers,2,1
5054063,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,44.96646132785763,3.991786447638604,1,0,0,0,Drivers,3,1
5054068,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,44.96646132785763,3.991786447638604,1,0,0,0,Drivers,1,1
5054524,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,45.478439425051334,22.913073237508556,1,0,0,0,Laborers,4,1
5054525,F,N,N,2,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,45.478439425051334,22.913073237508556,1,0,0,0,Laborers,4,1
5058345,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,67.38124572210815,0.0,1,0,0,0,Laborers,1,1
5058348,F,N,Y,0,166500.0,Pensioner,Higher education,Separated,House / apartment,67.38124572210815,0.0,1,0,0,0,Laborers,1,1
5058350,M,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,67.38124572210815,0.0,1,0,0,0,Laborers,1,1
5058352,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,67.38124572210815,0.0,1,0,0,0,Laborers,1,1
5058530,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,25.30321697467488,1.3908281998631074,1,0,0,0,Sales staff,1,1
5058531,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,25.30321697467488,1.3908281998631074,1,0,0,0,Sales staff,1,1
5058532,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,43.91606316433474,1.3908281998631074,1,0,0,0,Sales staff,1,1
5061360,M,N,Y,0,65250.0,Pensioner,Higher education,Married,House / apartment,57.14442162902122,0.0,1,0,0,0,Laborers,2,1
5061396,M,N,Y,0,72900.0,Pensioner,Lower secondary,Married,House / apartment,64.12867898699521,0.0,1,0,0,0,Laborers,2,1
5061636,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,59.31279945242984,0.0,1,0,1,0,Laborers,2,1
5061691,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,24.974674880219027,4.290212183436003,1,0,0,1,Waiters/barmen staff,3,1
5062136,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.44695414099932,0.3750855578370979,1,0,0,0,Laborers,2,1
5062137,M,N,Y,1,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.44695414099932,0.3750855578370979,1,0,0,0,Laborers,2,1
5065348,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,41.50581793292265,10.880219028062971,1,0,0,0,High skill tech staff,2,1
5065462,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.030116358658454,4.298425735797399,1,0,0,0,Laborers,2,1
5065518,F,Y,N,1,202500.0,Working,Higher education,Married,Rented apartment,26.036960985626283,7.879534565366187,1,0,0,0,Laborers,3,1
5068389,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38.47227926078029,0.38329911019849416,1,0,1,0,Sales staff,2,1
5068456,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.18275154004107,7.052703627652293,1,0,0,0,Laborers,2,1
5068651,F,Y,Y,0,360000.0,State servant,Higher education,Separated,House / apartment,52.85420944558521,5.215605749486653,1,0,0,0,Core staff,1,1
5069216,F,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,30.691307323750856,4.720054757015743,1,1,0,0,Accountants,2,1
5069218,F,Y,Y,0,256500.0,Commercial associate,Higher education,Single / not married,House / apartment,30.691307323750856,4.720054757015743,1,1,0,0,Accountants,2,1
5069307,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,42.81998631074607,3.6358658453114305,1,0,0,0,Core staff,2,1
5078820,F,N,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.6331279945243,13.653661875427789,1,0,0,0,High skill tech staff,4,1
5078945,F,N,Y,2,180000.0,Working,Incomplete higher,Separated,House / apartment,33.54688569472964,9.571526351813826,1,1,0,0,Laborers,3,1
5078946,F,N,Y,2,180000.0,Working,Incomplete higher,Separated,House / apartment,33.54688569472964,9.571526351813826,1,1,0,0,Laborers,3,1
5079166,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,37.56331279945243,3.8165639972621492,1,0,0,0,Laborers,2,1
5079167,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,37.56331279945243,3.8165639972621492,1,0,0,0,Laborers,2,1
5079168,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,37.56331279945243,3.8165639972621492,1,0,0,0,Laborers,2,1
5085886,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,51.09103353867214,3.463381245722108,1,0,0,0,Managers,2,1
5089162,F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,55.4798083504449,6.929500342231348,1,1,1,0,Accountants,2,1
5089959,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.92128678986995,5.763175906913073,1,0,0,0,Laborers,3,1
5090214,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,29.32785763175907,0.5941136208076659,1,0,0,0,Laborers,2,1
5090216,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,29.32785763175907,0.5941136208076659,1,0,0,0,Laborers,2,1
5092087,M,Y,Y,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,47.419575633128,1.4647501711156743,1,0,0,0,Laborers,4,1
5092245,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.53661875427789,0.0,1,0,0,0,Laborers,2,1
5092479,M,N,N,1,85500.0,State servant,Secondary / secondary special,Married,Municipal apartment,41.106091718001366,18.798083504449007,1,0,0,0,Core staff,3,1
5096527,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,54.789869952087614,1.5989048596851472,1,0,0,0,Core staff,1,1
5096528,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,54.789869952087614,1.5989048596851472,1,0,0,0,Core staff,1,1
5096743,F,N,Y,0,180000.0,Working,Lower secondary,Widow,House / apartment,46.0041067761807,6.09719370294319,1,1,1,0,Cleaning staff,1,1
5097065,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,51.93976728268309,22.34360027378508,1,0,0,0,Managers,2,1
5100430,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,44.65434633812457,1.678302532511978,1,0,0,0,Laborers,1,1
5105045,M,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.80355920602327,0.0,1,0,0,0,Laborers,1,1
5105056,M,Y,N,0,166500.0,Commercial associate,Higher education,Single / not married,Municipal apartment,31.561943874058862,1.6591375770020533,1,0,1,1,High skill tech staff,1,1
5106077,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.110882956878854,19.01163586584531,1,0,0,0,Medicine staff,2,1
5113621,M,N,N,0,225000.0,Working,Secondary / secondary special,Widow,Municipal apartment,53.13073237508556,0.947296372347707,1,0,0,0,Security staff,1,1
5113933,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.71252566735113,0.0,1,0,1,0,Laborers,1,1
5113944,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.85763175906913,0.0,1,0,1,0,Laborers,2,1
5114249,M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,31.02258726899384,4.950034223134839,1,1,1,0,Laborers,3,1
5114253,M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,31.02258726899384,4.950034223134839,1,1,1,0,Laborers,3,1
5115604,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,39.761806981519506,9.363449691991786,1,0,0,0,Core staff,2,1
5115606,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,39.761806981519506,9.363449691991786,1,0,0,0,Core staff,2,1
5115608,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,39.761806981519506,9.363449691991786,1,0,0,0,Core staff,2,1
5115610,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,39.761806981519506,9.363449691991786,1,0,0,0,Core staff,2,1
5115611,F,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,39.761806981519506,9.363449691991786,1,0,0,0,Core staff,2,1
5116035,M,Y,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,39.75906913073238,2.3627652292950034,1,1,0,0,Managers,1,1
5116036,M,Y,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,39.75906913073238,2.3627652292950034,1,1,0,0,Managers,1,1
5116258,F,N,Y,4,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.82477754962355,20.295687885010267,1,0,0,0,Core staff,6,1
5116301,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.026009582477755,0.0,1,0,0,0,Laborers,2,1
5116302,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.026009582477755,0.0,1,0,0,0,Laborers,2,1
5116304,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.026009582477755,0.0,1,0,0,0,Laborers,2,1
5116305,F,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.026009582477755,0.0,1,0,0,0,Laborers,2,1
5116906,M,Y,Y,0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,41.19644079397673,20.67898699520876,1,0,0,0,Core staff,2,1
5117313,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.65229295003422,10.76249144421629,1,1,1,0,Laborers,3,1
5117413,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,60.99657768651608,0.0,1,0,1,0,Laborers,1,1
5118046,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.44010951403149,0.0,1,0,1,0,Laborers,1,1
5118275,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.48870636550308,0.0,1,0,0,0,Laborers,2,1
5118278,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.48870636550308,0.0,1,0,0,0,Laborers,2,1
5118279,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.48870636550308,0.0,1,0,0,0,Laborers,2,1
5118280,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,58.48870636550308,0.0,1,0,0,0,Laborers,2,1
5118283,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.48870636550308,0.0,1,0,0,0,Laborers,2,1
5118541,F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,49.64271047227926,2.844626967830253,1,0,1,0,Laborers,2,1
5125289,F,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,38.16290212183436,0.3668720054757016,1,0,0,0,Laborers,2,1
5125299,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.073237508555785,0.0,1,0,0,0,Laborers,2,1
5125708,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,44.936344969199176,1.702943189596167,1,0,1,0,High skill tech staff,2,1
5125716,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,44.936344969199176,1.702943189596167,1,0,1,0,High skill tech staff,2,1
5125761,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,49.33607118412046,4.3668720054757015,1,0,0,0,Cooking staff,1,1
5125763,M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,35.67419575633128,4.4517453798767965,1,0,1,0,Laborers,3,1
5125934,F,N,Y,2,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,27.000684462696782,5.114305270362765,1,1,0,0,Sales staff,4,1
5126278,F,N,N,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.16290212183436,0.0,1,0,0,0,Laborers,2,1
5135344,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,55.03901437371663,1.5195071868583163,1,0,0,0,Security staff,2,1
5135345,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,55.03901437371663,1.5195071868583163,1,0,0,0,Security staff,2,1
5135346,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,55.03901437371663,1.5195071868583163,1,0,0,0,Security staff,2,1
5135485,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.1854893908282,5.297741273100616,1,0,0,0,Core staff,1,1
5135487,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.1854893908282,5.297741273100616,1,0,0,0,Core staff,1,1
5135636,M,Y,Y,0,195750.0,Working,Secondary / secondary special,Married,House / apartment,51.57015742642026,2.5489390828199863,1,1,1,0,Laborers,2,1
5142183,M,Y,Y,2,166500.0,Commercial associate,Higher education,Married,House / apartment,48.84599589322382,11.786447638603697,1,1,1,0,Managers,4,1
5142184,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,48.84599589322382,11.786447638603697,1,1,1,0,Managers,4,1
5142185,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,48.84599589322382,11.786447638603697,1,1,1,0,Managers,4,1
5142361,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.36413415468857,2.532511978097194,1,1,1,0,Drivers,3,1
5142362,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.36413415468857,2.532511978097194,1,1,1,0,Drivers,3,1
5142456,F,N,N,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,51.88774811772758,1.3661875427789185,1,0,1,0,Core staff,1,1
5142458,F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,51.88774811772758,1.3661875427789185,1,0,1,0,Core staff,1,1
5142459,F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,51.88774811772758,1.3661875427789185,1,0,1,0,Core staff,1,1
5143342,M,N,N,1,216000.0,Working,Secondary / secondary special,Married,Municipal apartment,35.44421629021218,6.620123203285421,1,0,0,1,Laborers,3,1
5145690,F,N,Y,0,306000.0,Pensioner,Higher education,Married,House / apartment,59.110198494182065,0.0,1,0,0,0,Laborers,2,1
5145817,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.26283367556468,0.0,1,0,0,0,Laborers,2,1
5146005,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.863107460643395,0.5174537987679672,1,0,0,1,Managers,1,1
5146079,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,34.83367556468173,3.0992470910335386,1,1,1,0,Sales staff,3,1
5146167,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,55.56741957563313,4.84599589322382,1,0,0,0,Security staff,2,1
5146444,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,39.408624229979466,2.516084873374401,1,0,1,0,Managers,1,1
5148932,M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,47.115674195756334,2.9596167008898013,1,0,0,0,Security staff,2,1
5148934,M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,47.115674195756334,2.9596167008898013,1,0,0,0,Security staff,2,1
5149188,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,26.9596167008898,1.374401095140315,1,0,1,1,Core staff,3,1
5149190,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,26.9596167008898,1.374401095140315,1,0,1,1,Core staff,3,1
5149192,F,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,26.9596167008898,1.374401095140315,1,0,1,1,Core staff,3,1
5149828,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,47.49623545516769,6.625598904859685,1,0,0,0,Managers,2,1
5149834,F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,33.91375770020534,3.6276522929500343,1,0,1,1,Medicine staff,2,1
5149838,F,N,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,33.91375770020534,3.6276522929500343,1,0,1,1,Medicine staff,2,1
5118538,F,N,Y,1,81000.0,Working,Secondary / secondary special,Married,Municipal apartment,43.11841204654346,17.43189596167009,1,1,1,0,Cleaning staff,3,0
5069057,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.629705681040384,6.80082135523614,1,0,0,0,Laborers,2,0
5066689,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,35.44421629021218,0.9336071184120466,1,0,1,1,Sales staff,2,0
5086062,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.24093086926762,25.796030116358658,1,0,1,0,Core staff,2,0
5113717,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,44.941820670773446,8.361396303901437,1,0,0,1,Private service staff,3,0
5066765,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.83572895277207,8.177960301163587,1,0,0,0,Sales staff,3,0
5105227,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,47.54277891854894,5.8261464750171115,1,0,0,0,Laborers,2,0
5054648,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66.36002737850787,0.0,1,0,0,0,Laborers,1,0
5067187,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.299110198494184,2.245037645448323,1,1,0,0,Core staff,2,0
5105818,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.42984257357974,0.0,1,0,1,0,Laborers,2,0
5033574,F,Y,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,38.93771389459275,0.3860369609856263,1,1,1,0,Cooking staff,3,0
5125478,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.56673511293634,0.0,1,0,0,0,Laborers,2,0
5046340,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,28.969199178644764,4.632443531827516,1,1,0,0,Laborers,3,0
5054058,F,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,41.190965092402465,12.829568788501026,1,0,1,0,Managers,3,0
5022326,M,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,58.87200547570158,4.583162217659138,1,0,0,1,Core staff,2,0
5065764,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.37234770704997,1.8973305954825461,1,0,0,0,Laborers,1,0
